Provider Number,Hospital Name,Address 1,Address 2,Address 3,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Location,Lat,Long
111328,PHOEBE WORTH MEDICAL CENTER,807 SOUTH ISABELLA STREET,,,SYLVESTER,GA,31791,WORTH,2297773851,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"807 SOUTH ISABELLA STREET
SYLVESTER, GA 31791
(31.53758322900046, -83.83709274299969)",31.5375832290004,-83.83709274299969
111329,ST MARY'S GOOD SAMARITAN HOSPITAL,5401 LAKE OCONEE PARKWAY,,,GREENSBORO,GA,30642,GREENE,7064537331,Critical Access Hospitals,Proprietary,TRUE,"5401 LAKE OCONEE PARKWAY
GREENSBORO, GA 30642
(33.47912185300049, -83.24238788799966)",33.4791218530004,-83.24238788799966
111330,POLK MEDICAL CENTER,424 N MAIN STREET,,,CEDARTOWN,GA,30125,POLK,7707482500,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,"424 N MAIN STREET
CEDARTOWN, GA 30125
(34.01919838800046, -85.25292087699967)",34.0191983880004,-85.25292087699967
111331,MITCHELL COUNTY HOSPITAL,90 STEPHENS STREET,,,CAMILLA,GA,31730,MITCHELL,2293365284,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,"90 STEPHENS STREET
CAMILLA, GA 31730
(31.229185791000475, -84.21318848599964)",31.22918579100047,-84.21318848599964
111332,BROOKS COUNTY HOSPITAL,903 N COURT ST,,,QUITMAN,GA,31643,BROOKS,9122636309,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,"903 N COURT ST
QUITMAN, GA 31643
(30.795009364000464, -83.55946832599966)",30.79500936400046,-83.55946832599966
111333,JEFF DAVIS HOSPITAL,"163 SOUTH TALLAHASSEE STREET, P O BOX 1690",,,HAZLEHURST,GA,31539,JEFF DAVIS,9123757781,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,"163 SOUTH TALLAHASSEE STREET, P O BOX 1690
HAZLEHURST, GA 31539
(31.85765344300046, -82.60759306399967)",31.8576534430004,-82.60759306399967
111334,CANDLER COUNTY HOSPITAL,400 CEDAR STREET,,,METTER,GA,30439,CANDLER,9126855741,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,"400 CEDAR STREET
METTER, GA 30439
(32.40652607000044, -82.06636790499965)",32.4065260700004,-82.06636790499965
111335,LIBERTY REGIONAL MEDICAL CENTER,462 E G MILES PARKWAY,,,HINESVILLE,GA,31310,LIBERTY,9123699438,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,"462 E G MILES PARKWAY
HINESVILLE, GA 31310
(31.84039417100047, -81.60196358099967)",31.8403941710004,-81.60196358099967
111336,MOUNTAIN LAKES MEDICAL CENTER,196 RIDGECREST CIRCLE,,,CLAYTON,GA,30525,RABUN,7067820400,Critical Access Hospitals,Proprietary,TRUE,"196 RIDGECREST CIRCLE
CLAYTON, GA 30525
(34.88365749200045, -83.41513143899965)",34.8836574920004,-83.41513143899965
120001,THE QUEENS MEDICAL CENTER,1301 PUNCHBOWL ST,,,HONOLULU,HI,96813,HONOLULU,8085389011,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"1301 PUNCHBOWL ST
HONOLULU, HI 96813
(21.307236178000437, -157.85525452499974)",21.30723617800043,-157.85525452499974
120002,MAUI MEMORIAL MEDICAL CENTER,221 MAHALANI STREET,,,WAILUKU,HI,96793,MAUI,8084425101,Acute Care Hospitals,Government - State,TRUE,"221 MAHALANI STREET
WAILUKU, HI 96793
(20.884142580000457, -156.48867685199974)",20.88414258000045,-156.48867685199974
120004,WAHIAWA GENERAL HOSPITAL,128 LEHUA STREET,,,WAHIAWA,HI,96786,HONOLULU,8086218411,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"128 LEHUA STREET
WAHIAWA, HI 96786
(21.498711381000476, -158.02731251699973)",21.49871138100047,-158.02731251699973
120005,HILO MEDICAL CENTER,1190 WAIANUENUE AVENUE,,,HILO,HI,96720,HAWAII,8089744700,Acute Care Hospitals,Government - State,TRUE,"1190 WAIANUENUE AVENUE
HILO, HI 96720
(19.71754772300045, -155.11275300399973)",19.7175477230004,-155.11275300399973
120006,CASTLE MEDICAL CENTER,640 ULUKAHIKI ST,,,KAILUA,HI,96734,HONOLULU,8082635500,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,"640 ULUKAHIKI ST
KAILUA, HI 96734
(21.381406273000437, -157.75710368899973)",21.38140627300043,-157.75710368899973
120007,KUAKINI MEDICAL CENTER,347 NORTH KUAKINI STREET,,,HONOLULU,HI,96817,HONOLULU,8085362236,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"347 NORTH KUAKINI STREET
HONOLULU, HI 96817
(21.322371748000478, -157.85638089899973)",21.32237174800047,-157.85638089899973
120011,KAISER FOUNDATION HOSPITAL,3288 MOANALUA RD,,,HONOLULU,HI,96819,HONOLULU,8084320000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"3288 MOANALUA RD
HONOLULU, HI 96819
(21.36248059300044, -157.90029998999975)",21.3624805930004,-157.90029998999975
120014,WILCOX MEMORIAL HOSPITAL,3-3420 KUHIO HIGHWAY,,,LIHUE,HI,96766,KAUAI,8082451103,Acute Care Hospitals,Government - Federal,TRUE,"3-3420 KUHIO HIGHWAY
LIHUE, HI 96766
(21.985624520000442, -159.36638109299975)",21.98562452000044,-159.36638109299975
120019,KONA COMMUNITY HOSPITAL,79-1019 HAUKAPILA STREET,,,KEALAKEKUA,HI,96750,HAWAII,8083229311,Acute Care Hospitals,Government - State,TRUE,"79-1019 HAUKAPILA STREET
KEALAKEKUA, HI 96750
(19.520306681000477, -155.91960172599974)",19.52030668100047,-155.91960172599974
120022,STRAUB CLINIC AND HOSPITAL,888 SO KING STREET,,,HONOLULU,HI,96813,HONOLULU,8085224000,Acute Care Hospitals,Proprietary,TRUE,"888 SO KING STREET
HONOLULU, HI 96813
(21.30220599100045, -157.85062940599974)",21.3022059910004,-157.85062940599974
120026,PALI MOMI MEDICAL CENTER,98-1079 MOANALUA ROAD,,,AIEA,HI,96701,HONOLULU,8084866000,Acute Care Hospitals,Proprietary,TRUE,"98-1079 MOANALUA ROAD
AIEA, HI 96701
(21.384055798000475, -157.93777470799975)",21.38405579800047,-157.93777470799975
120028,NORTH HAWAII COMMUNITY HOSPITAL,67 1125 MAMALAHOA HIGHWAY,,,KAMUELA,HI,96743,HAWAII,8088854444,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"67 1125 MAMALAHOA HIGHWAY
KAMUELA, HI 96743
(20.02232350400044, -155.73209806599974)",20.0223235040004,-155.73209806599974
121300,KAUAI VETERANS MEMORIAL HOSPITAL,4643 WAIMEA CANYON DRIVE,,,WAIMEA,HI,96796,KAUAI,8083389248,Critical Access Hospitals,Government - State,TRUE,"4643 WAIMEA CANYON DRIVE
WAIMEA, HI 96796
(21.959689504000437, -159.67048061599974)",21.95968950400043,-159.67048061599974
121301,KAU HOSPITAL,1 KAMANI STREET,,,PAHALA,HI,96777,HAWAII,8089288331,Critical Access Hospitals,Government - State,TRUE,"1 KAMANI STREET
PAHALA, HI 96777
(19.199693245000446, -155.47098896699973)",19.19969324500044,-155.47098896699973
121303,MOLOKAI GENERAL HOSPITAL,280 HOME OLU PLACE,,,KAUNAKAKAI,HI,96748,MAUI,8085535331,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"280 HOME OLU PLACE
KAUNAKAKAI, HI 96748
(21.093876796000472, -157.01786562999973)",21.09387679600047,-157.01786562999973
121304,KAHUKU MEDICAL CENTER,56-117 PUALALEA STREET,,,KAHUKU,HI,96731,HONOLULU,8082939221,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,"56-117 PUALALEA STREET
KAHUKU, HI 96731
(21.67734154000044, -157.95221866199975)",21.6773415400004,-157.95221866199975
121306,SAMUEL MAHELONA MEMORIAL HOSPITAL,4800 KAWAIHAU ROAD,,,KAPAA,HI,96746,KAUAI,8088224961,Critical Access Hospitals,Government - State,FALSE,"4800 KAWAIHAU ROAD
KAPAA, HI 96746
(22.08770901100047, -159.31413488699974)",22.0877090110004,-159.31413488699974
121308,KULA HOSPITAL,100 KOKEA PLACE,,,KULA,HI,96790,MAUI,8088781221,Critical Access Hospitals,Government - State,TRUE,"100 KOKEA PLACE
KULA, HI 96790
(20.702227139000456, -156.35854384999973)",20.70222713900045,-156.35854384999973
130002,ST LUKE'S MAGIC VALLEY RMC,801 POLE LINE ROAD WEST,,,TWIN FALLS,ID,83301,TWIN FALLS,2088141000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"801 POLE LINE ROAD WEST
TWIN FALLS, ID 83301
(42.591579787000455, -114.49691722999967)",42.59157978700045,-114.49691722999967
130003,ST JOSEPH REGIONAL MEDICAL CENTER,415 SIXTH STREET,,,LEWISTON,ID,83501,NEZ PERCE,2087432511,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"415 SIXTH STREET
LEWISTON, ID 83501
(46.41640024500049, -117.02496992199968)",46.4164002450004,-117.02496992199968
130006,ST LUKE'S REGIONAL MEDICAL CENTER,190 EAST BANNOCK STREET,,,BOISE,ID,83712,ADA,2083812222,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"190 EAST BANNOCK STREET
BOISE, ID 83712
(43.612414841000486, -116.19256569799967)",43.61241484100048,-116.19256569799967
130007,ST ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,,,BOISE,ID,83706,ADA,2083672121,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,"1055 NORTH CURTIS ROAD
BOISE, ID 83706
(43.61392970000048, -116.2536871529997)",43.6139297000004,-116.2536871529997
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,1512 TWELFTH AVENUE ROAD,,,NAMPA,ID,83686,CANYON,2084635000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,"1512 TWELFTH AVENUE ROAD
NAMPA, ID 83686
(43.5530510480005, -116.57280143699967)",43.553051048000,-116.57280143699967
130014,WEST VALLEY MEDICAL CENTER,1717 ARLINGTON STREET,,,CALDWELL,ID,83605,CANYON,2084594641,Acute Care Hospitals,Proprietary,TRUE,"1717 ARLINGTON STREET
CALDWELL, ID 83605
(43.65436899600047, -116.69558088599968)",43.6543689960004,-116.69558088599968
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,,,IDAHO FALLS,ID,83404,BONNEVILLE,2085296111,Acute Care Hospitals,Proprietary,TRUE,"3100 CHANNING WAY
IDAHO FALLS, ID 83404
(43.46961887000049, -111.99020832999969)",43.4696188700004,-111.99020832999969
130025,MADISON MEMORIAL HOSPITAL,450 EAST MAIN STREET,,,REXBURG,ID,83440,MADISON,2083596900,Acute Care Hospitals,Government - Local,TRUE,"450 EAST MAIN STREET
REXBURG, ID 83440
(43.82596151500047, -111.7740903019997)",43.8259615150004,-111.7740903019997
130028,PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,,,POCATELLO,ID,83201,BANNOCK,2082391000,Acute Care Hospitals,Proprietary,TRUE,"777 HOSPITAL WAY
POCATELLO, ID 83201
(42.87459888400048, -112.41893204099966)",42.8745988840004,-112.41893204099966
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,,,BOISE,ID,83702,,2084221000,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,FALSE,"500 W. FORT STREET
BOISE, ID 83702
(43.619257174000495, -116.1947793599997)",43.61925717400049,-116.1947793599997
130049,KOOTENAI MEDICAL CENTER,2003 KOOTENAI HEALTH WAY,,,COEUR D'ALENE,ID,83814,KOOTENAI,2086254001,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,"2003 KOOTENAI HEALTH WAY
COEUR D'ALENE, ID 83814
(47.695538883000495, -116.79292039999967)",47.69553888300049,-116.79292039999967
130063,TREASURE VALLEY HOSPITAL,8800 WEST EMERALD STREET,,,BOISE,ID,83704,ADA,2083735000,Acute Care Hospitals,Proprietary,FALSE,"8800 WEST EMERALD STREET
BOISE, ID 83704
(43.61128609800045, -116.29151600999967)",43.6112860980004,-116.29151600999967
130065,MOUNTAIN VIEW HOSPITAL,2325 CORONADO STREET,,,IDAHO FALLS,ID,83404,BONNEVILLE,2085572899,Acute Care Hospitals,Proprietary,TRUE,"2325 CORONADO STREET
IDAHO FALLS, ID 83404
(43.472557391000464, -111.98769027599968)",43.47255739100046,-111.98769027599968
130066,NORTHWEST SPECIALTY HOSPITAL,1593 EAST POLSTON AVENUE,,,POST FALLS,ID,83854,KOOTENAI,2082622300,Acute Care Hospitals,Proprietary,FALSE,"1593 EAST POLSTON AVENUE
POST FALLS, ID 83854
(47.71472631800049, -116.9262541229997)",47.7147263180004,-116.9262541229997
130067,IDAHO DOCTORS HOSPITAL,350 NORTH MERIDIAN STREET,,,BLACKFOOT,ID,83221,BINGHAM,2087822900,Acute Care Hospitals,Proprietary,FALSE,"350 NORTH MERIDIAN STREET
BLACKFOOT, ID 83221
(43.19588868000045, -112.35607540599972)",43.1958886800004,-112.35607540599972
131301,BOUNDARY COMMUNITY HOSPITAL,6640 KANIKSU STREET,,,BONNERS FERRY,ID,83805,BOUNDARY,2082674850,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,"6640 KANIKSU STREET
BONNERS FERRY, ID 83805
(48.702548454000464, -116.32146398299972)",48.70254845400046,-116.32146398299972
131302,NORTH CANYON MEDICAL CENTER,267 NORTH CANYON DR,,,GOODING,ID,83330,GOODING,2089344433,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,"267 NORTH CANYON DR
GOODING, ID 83330
(42.9218673470005, -114.71102588499969)",42.921867347000,-114.71102588499969
131303,ONEIDA COUNTY HOSPITAL,150 NORTH 200 WEST,,,MALAD CITY,ID,83252,ONEIDA,2087662231,Critical Access Hospitals,Government - Local,TRUE,"150 NORTH 200 WEST
MALAD CITY, ID 83252
(42.18936477700049, -112.25070271399971)",42.1893647770004,-112.25070271399971
131304,HARMS MEMORIAL HOSPITAL,510 ROOSEVELT STREET,,,AMERICAN FALLS,ID,83211,POWER,2082263200,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,"510 ROOSEVELT STREET
AMERICAN FALLS, ID 83211
(42.78181627000049, -112.84903956499971)",42.7818162700004,-112.84903956499971
131305,STEELE MEMORIAL MEDICAL CENTER,203 SOUTH DAISY STREET,,,SALMON,ID,83467,LEMHI,2087565600,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,"203 SOUTH DAISY STREET
SALMON, ID 83467
(45.17321962900047, -113.89096948799971)",45.1732196290004,-113.89096948799971
131307,WEISER MEMORIAL HOSPITAL,645 EAST 5TH STREET,,,WEISER,ID,83672,WASHINGTON,2085490370,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,"645 EAST 5TH STREET
WEISER, ID 83672
(44.24854937100048, -116.96173784899969)",44.2485493710004,-116.96173784899969
131308,CASCADE MEDICAL CENTER,402 LAKE CASCADE PARKWAY,,,CASCADE,ID,83611,VALLEY,2083824242,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,"402 LAKE CASCADE PARKWAY
CASCADE, ID 83611
(44.517958930000475, -116.0490062939997)",44.51795893000047,-116.0490062939997
131310,ST LUKE'S JEROME,709 NORTH LINCOLN AVENUE,,,JEROME,ID,83338,JEROME,2083244301,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,"709 NORTH LINCOLN AVENUE
JEROME, ID 83338
(42.730039831000454, -114.5185359409997)",42.73003983100045,-114.5185359409997
131311,ST LUKE'S ELMORE MEDICAL CENTER,895 NORTH 6TH EAST,,,MOUNTAIN HOME,ID,83647,ELMORE,2085878401,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,"895 NORTH 6TH EAST
MOUNTAIN HOME, ID 83647
(43.138820387000465, -115.69251745799971)",43.13882038700046,-115.69251745799971
131312,ST LUKE'S MCCALL,1000 STATE STREET,,,MC CALL,ID,83638,VALLEY,2086342221,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"1000 STATE STREET
MC CALL, ID 83638
(44.90952862900048, -116.10972480199968)",44.9095286290004,-116.10972480199968
131313,TETON VALLEY HEALTH CARE,120 EAST HOWARD AVENUE,,,DRIGGS,ID,83422,TETON,2083542383,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"120 EAST HOWARD AVENUE
DRIGGS, ID 83422
(43.727231503000496, -111.1082010349997)",43.72723150300049,-111.1082010349997
131314,SHOSHONE MEDICAL CENTER,25 JACOBS GULCH ROAD,,,KELLOGG,ID,83837,SHOSHONE,2087841221,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,"25 JACOBS GULCH ROAD
KELLOGG, ID 83837
(47.54768790200046, -116.1308141019997)",47.5476879020004,-116.1308141019997
131315,SYRINGA GENERAL HOSPITAL,607 W MAIN STREET,,,GRANGEVILLE,ID,83530,IDAHO,2089831700,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,"607 W MAIN STREET
GRANGEVILLE, ID 83530
(45.926817447000474, -116.1275392449997)",45.92681744700047,-116.1275392449997
131316,BEAR LAKE MEMORIAL HOSPITAL,164 SOUTH FIFTH STREET,,,MONTPELIER,ID,83254,BEAR LAKE,2088471630,Critical Access Hospitals,Government - Local,TRUE,"164 SOUTH FIFTH STREET
MONTPELIER, ID 83254
(42.316312679000475, -111.30084518399968)",42.31631267900047,-111.30084518399968
131317,BENEWAH COMMUNITY HOSPITAL,229 SOUTH 7TH STREET,,,ST MARIES,ID,83861,BENEWAH,2082457614,Critical Access Hospitals,Government - Local,TRUE,"229 SOUTH 7TH STREET
ST MARIES, ID 83861
(47.31495346000048, -116.56671385199968)",47.3149534600004,-116.56671385199968
131318,WALTER KNOX MEMORIAL HOSPITAL,1202 EAST LOCUST STREET,,,EMMETT,ID,83617,GEM,2083653561,Critical Access Hospitals,Government - Local,TRUE,"1202 EAST LOCUST STREET
EMMETT, ID 83617
(43.87905741200046, -116.48531976299972)",43.8790574120004,-116.48531976299972
131319,MINIDOKA MEMORIAL HOSPITAL,1224 EIGHTH STREET,,,RUPERT,ID,83350,MINIDOKA,2084360481,Critical Access Hospitals,Government - Local,TRUE,"1224 EIGHTH STREET
RUPERT, ID 83350
(42.619680934000485, -113.68505645399972)",42.61968093400048,-113.68505645399972
131320,CLEARWATER VALLEY HOSPITAL & CLINICS,301 CEDAR STREET,,,OROFINO,ID,83544,CLEARWATER,2084764555,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"301 CEDAR STREET
OROFINO, ID 83544
(46.48619039400046, -116.25973237999972)",46.4861903940004,-116.25973237999972
131321,ST MARY'S HOSPITAL,701 LEWISTON ST,,,COTTONWOOD,ID,83522,IDAHO,2089623251,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"701 LEWISTON ST
COTTONWOOD, ID 83522
(46.05042631700047, -116.35165530099971)",46.0504263170004,-116.35165530099971
131322,FRANKLIN COUNTY MEDICAL CENTER,44 NORTH FIRST EAST,,,PRESTON,ID,83263,FRANKLIN,2088520137,Critical Access Hospitals,Government - Local,TRUE,"44 NORTH FIRST EAST
PRESTON, ID 83263
(42.09711896700048, -111.87397082099972)",42.0971189670004,-111.87397082099972
131323,ST LUKE'S WOOD RIVER MEDICAL CENTER,100 HOSPITAL DRIVE,,,KETCHUM,ID,83340,BLAINE,2087278800,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"100 HOSPITAL DRIVE
KETCHUM, ID 83340
(43.648303634000456, -114.34907722599968)",43.64830363400045,-114.34907722599968
131324,LOST RIVERS MEDICAL CENTER,551 HIGHLAND DRIVE,,,ARCO,ID,83213,BUTTE,2085278206,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,"551 HIGHLAND DRIVE
ARCO, ID 83213
(43.63780727200049, -113.29612304199969)",43.6378072720004,-113.29612304199969
131325,BINGHAM MEMORIAL HOSPITAL,98 POPLAR STREET,,,BLACKFOOT,ID,83221,BINGHAM,2087853804,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"98 POPLAR STREET
BLACKFOOT, ID 83221
(43.1928746210005, -112.34742123999968)",43.192874621000,-112.34742123999968
131326,CASSIA REGIONAL MEDICAL CENTER,1501 HILAND AVENUE,,,BURLEY,ID,83318,CASSIA,2086784444,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"1501 HILAND AVENUE
BURLEY, ID 83318
(42.534220760000494, -113.7833724249997)",42.53422076000049,-113.7833724249997
131327,GRITMAN MEDICAL CENTER,700 SOUTH MAIN STREET,,,MOSCOW,ID,83843,LATAH,2088824511,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"700 SOUTH MAIN STREET
MOSCOW, ID 83843
(46.72901670700048, -117.00133675299969)",46.7290167070004,-117.00133675299969
131328,BONNER GENERAL HOSPITAL,520 NORTH THIRD AVENUE,,,SANDPOINT,ID,83864,BONNER,2082631441,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,"520 NORTH THIRD AVENUE
SANDPOINT, ID 83864
(48.26843897100048, -116.55039122399967)",48.2684389710004,-116.55039122399967
140001,GRAHAM HOSPITAL ASSOCIATION,210 WEST WALNUT STREET,,,CANTON,IL,61520,FULTON,3096475240,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"210 WEST WALNUT STREET
CANTON, IL 61520
(40.553294089000474, -90.03931828399965)",40.55329408900047,-90.03931828399965
140002,ALTON MEMORIAL HOSPITAL,ONE MEMORIAL DRIVE,,,ALTON,IL,62002,MADISON,6184637300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"ONE MEMORIAL DRIVE
ALTON, IL 62002
(38.91205242500047, -90.15736630499964)",38.9120524250004,-90.15736630499964
140007,PRESENCE SAINT JOSEPH MEDICAL CENTER,333 N MADISON,,,JOLIET,IL,60435,WILL,8157257133,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,"333 N MADISON
JOLIET, IL 60435
(41.52810057400046, -88.13465957599965)",41.5281005740004,-88.13465957599965
140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,701 WEST NORTH AVE,,,MELROSE PARK,IL,60160,COOK,7084504924,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"701 WEST NORTH AVE
MELROSE PARK, IL 60160
(41.90828636500049, -87.84270073199968)",41.9082863650004,-87.84270073199968
140010,EVANSTON HOSPITAL,2650 RIDGE AVE,,,EVANSTON,IL,60201,COOK,8474328000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,"2650 RIDGE AVE
EVANSTON, IL 60201
(42.06539308800046, -87.68328461499965)",42.0653930880004,-87.68328461499965
140011,HERRIN HOSPITAL,201 S 14TH ST,,,HERRIN,IL,62948,WILLIAMSON,6189422171,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"201 S 14TH ST
HERRIN, IL 62948
(37.80121237700047, -89.02569255399965)",37.8012123770004,-89.02569255399965
140012,KATHERINE SHAW BETHEA HOSPITAL,403 E 1ST ST,,,DIXON,IL,61021,LEE,8152885531,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"403 E 1ST ST
DIXON, IL 61021
(41.84425576700045, -89.48025634599969)",41.8442557670004,-89.48025634599969
140013,PROCTOR HOSPITAL,5409 N KNOXVILLE AVE,,,PEORIA,IL,61614,PEORIA,3096911000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"5409 N KNOXVILLE AVE
PEORIA, IL 61614
(40.75230503500046, -89.59329130599968)",40.7523050350004,-89.59329130599968
140015,BLESSING HOSPITAL,BROADWAY AT 11TH STREET,,,QUINCY,IL,62301,ADAMS,2172235811,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"BROADWAY AT 11TH STREET
QUINCY, IL 62301
(39.935620576000474, -91.39832913999965)",39.93562057600047,-91.39832913999965
140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,,,CHICAGO,IL,60608,COOK,7732576751,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"15TH STREET AT CALIFORNIA
CHICAGO, IL 60608
(41.85139216100049, -87.66607919199964)",41.8513921610004,-87.66607919199964
140019,SHELBY MEMORIAL HOSPITAL,200 S CEDAR ST,,,SHELBYVILLE,IL,62565,SHELBY,2177743961,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,"200 S CEDAR ST
SHELBYVILLE, IL 62565
(39.40569208900047, -88.8071705219997)",39.4056920890004,-88.8071705219997
